AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.05221,0.05422,0.03614,0.06426,0.00803,0.03815,0.06225,0.05422,0.00803,0.03012,0.06627,0.05622,0.01205,0.03614,0.19679,0.09438,0.0502,0.00602,0.02209,0.05221,0.98016,-0.79554,-0.00698,-0.15066,-0.20695,0.43046,1.71942,-0.14994,0.29558,1.28299,0.25956,0.26667,-0.24277,1.39277,-0.82831,0.41012,-0.07209,12.36261,2.30781,0.47932,-1.7175,-1.2131,-0.50421,-13.05907,-9.1468,-0.25052,-0.18295,12.02014,7.36988,2.58327,7.52892,-2.05604,0.31508,-2.08807,-1.82108,-3.74562,0.25944,2.24331,-0.21219,1.31657,-0.23353,1.65737,-0.25076,0.10781,-0.2756,8.77249,7.21787,17.00418,17.43028,1.39757,0.05388,0.63024,0.64799,0.9061,0.7945,0.91526,-0.9449,0.0645,0.08853,0.11869,0.50472,-0.44357,1.8006,0.0452,C
0.12,0.06154,0.03692,0.07385,0,0.01538,0.06462,0.08615,0.02769,0.04308,0.09846,0.04,0.02769,0.04308,0.04,0.04923,0.06769,0.02154,0.01846,0.06462,0.87249,-0.83714,0.36384,0.00554,-0.11452,0.48345,1.77572,-0.06708,0.36083,1.10578,0.00609,0.03323,-0.09846,1.23991,-0.18923,0.11806,-0.092,12.81729,2.55622,0.712,-1.76306,-1.22684,-0.53605,-13.43403,-9.22475,0.01292,-1.70471,12.40428,7.71625,2.64548,5.86708,-1.52828,0.52658,-2.34298,-1.41092,-3.58923,0.41415,2.11738,-0.25618,1.18415,-0.0904,-1.43517,-0.18335,0.11643,-0.21188,9.31385,7.33692,16.89151,17.27142,1.21255,0.50972,0.77486,1.34323,0.46831,0.67305,0.90514,-0.31775,0.15243,0.06692,0.17126,0.51242,-0.14954,1.40185,-0.58385,F
0.10323,0.0129,0.05806,0.05806,0,0.01935,0.09677,0.05161,0.00645,0.08387,0.09032,0.10968,0.01935,0.05161,0.02581,0.08387,0.03871,0.0129,0.04516,0.03226,0.94968,-0.91026,0.61064,0.01432,-0.12606,0.50361,1.79935,-0.16232,0.32323,1.236,0.04077,0.13871,-0.19613,1.35006,-0.32258,0.12206,0.02516,12.7689,2.50787,0.73419,-1.73017,-1.21456,-0.51535,-13.53882,-9.40655,0.08032,-2.36916,12.30039,7.58703,2.61103,7.00129,-1.42832,0.59452,-2.56839,-1.51652,-3.95542,0.40903,2.23271,-0.14748,1.28923,-0.05077,-2.16194,-0.15303,0.14897,-0.24245,9.80323,7.65484,17.75458,18.15671,1.34174,0.43277,0.83065,1.13852,0.48387,1.15394,0.91445,-0.39516,0.13206,0.13477,0.11265,0.51962,-0.23419,1.67419,-0.33297,C
0.1411,0.11043,0.00613,0.07975,0,0.04294,0.04294,0.07975,0.02454,0.03067,0.13497,0,0.01227,0.02454,0.06135,0.06135,0.04294,0,0.01227,0.09202,0.83816,-0.81988,0.19448,-0.01055,-0.13969,0.39172,1.90712,-0.06227,0.35399,1.08387,0.07546,0.08589,-0.07853,1.19043,-0.0184,0.1808,-0.06135,12.87589,2.5508,0.64172,-1.77227,-1.23119,-0.54092,-13.11898,-9.01264,-0.08798,-0.79914,12.47092,7.80282,2.66847,6.30245,-1.73012,0.42417,-2.10755,-1.45883,-3.38853,0.37607,2.20626,-0.23969,1.15393,-0.10129,-0.18405,-0.23564,0.05374,-0.21031,8.91534,7.2908,16.07963,16.47945,1.2408,0.57294,0.77344,1.49368,0.23331,0.44577,0.90908,-0.2054,0.15344,0.07656,0.21448,0.50872,-0.17485,1.50552,-0.63485,F
0.11862,0.03904,0.04354,0.05556,0.0015,0.02553,0.07808,0.08709,0.02402,0.04054,0.07958,0.04805,0.03303,0.03153,0.03904,0.06757,0.06306,0.01502,0.04054,0.06907,0.84252,-0.81131,0.44875,-0.03357,-0.1098,0.49616,1.63997,-0.11844,0.33482,1.08189,0.02665,0.01231,-0.11231,1.19731,-0.26787,0.11317,-0.10916,12.78296,2.50377,0.68243,-1.75844,-1.22962,-0.52863,-13.27429,-9.17335,-0.03512,-1.43054,12.37509,7.68838,2.63971,5.41667,-1.43017,0.51018,-2.33646,-1.45782,-3.66661,0.35015,2.12231,-0.16899,1.14378,-0.10135,-1.82159,-0.1817,0.12548,-0.21772,9.31907,7.39354,17.30065,17.6835,1.19089,0.46336,0.68673,1.02324,0.58769,0.615,0.90896,-0.37688,0.16646,0.09054,0.13084,0.51229,-0.18018,1.29459,-0.43045,C
0.0885,0.0708,0.0177,0.00885,0.0177,0.0354,0.04425,0.09735,0.0354,0.0354,0.0885,0.0354,0.02655,0.02655,0.09735,0.11504,0.07965,0.0177,0.0177,0.04425,0.84752,-0.78327,0.06888,-0.06416,-0.13327,0.51743,1.70062,-0.06752,0.39053,1.11274,0.09327,-0.07965,-0.10354,1.20381,-0.31327,0.26327,-0.24248,12.65558,2.46912,0.58496,-1.76949,-1.23389,-0.53536,-13.11881,-9.02834,-0.20168,-1.70381,12.30796,7.67327,2.65018,3.60442,-1.46274,0.4215,-2.19558,-1.82973,-3.96097,0.40265,1.91319,-0.3123,1.14965,-0.12416,-1.32912,-0.2131,0.10451,-0.17195,8.89292,7.31593,16.75221,17.11381,1.2008,0.38416,0.60664,1.06991,0.88823,0.71947,0.88496,-0.42938,0.15991,0.04478,0.10035,0.52334,-0.17611,0.86106,-0.39894,F
0.02976,0.04167,0.03571,0.04167,0,0.04762,0.14286,0.05357,0.02381,0.04762,0.05952,0.10119,0.05357,0.05357,0.0119,0.03571,0.05952,0.0119,0.05952,0.08929,0.92375,-0.90065,0.78652,0.00458,-0.20655,0.4606,2.2256,-0.19292,0.27881,1.16792,0.02012,0.25119,-0.26845,1.31256,-0.67381,0.11762,0.14226,12.85137,2.53619,0.75833,-1.71348,-1.18721,-0.52607,-14.2376,-9.78835,-0.14994,-1.65321,12.42119,7.69905,2.63256,9.60774,-2.10875,0.50899,-3.06393,-2.2544,-5.22542,0.52798,2.79845,0.11952,1.24929,-0.02637,0.06435,-0.25762,0.1178,-0.25935,9.48155,7.33452,17.25613,17.59804,1.30357,0.44869,0.7106,0.79875,0.67137,1.03339,0.95935,-0.71125,-0.0653,0.26018,0.02024,0.48414,-0.26786,2.29643,-0.31054,C
0.05512,0.03543,0.03543,0.05118,0.00394,0.11811,0.06693,0.05512,0.03937,0.07087,0.06693,0.05906,0.02362,0.05118,0.01969,0.07874,0.04331,0.01181,0.04331,0.07087,0.85374,-0.83362,0.61437,-0.02142,-0.16441,0.48547,1.80909,-0.19567,0.34343,1.14059,0.02157,-0.02913,-0.17677,1.21303,-0.5122,0.11768,-0.11575,12.80472,2.52969,0.71732,-1.73002,-1.20015,-0.5297,-13.9351,-9.57826,-0.11024,-1.52453,12.40461,7.71854,2.6465,6.89921,-1.86024,0.56173,-2.84669,-1.98071,-4.70335,0.54606,2.56874,-0.00047,1.1537,-0.06252,-1.5665,-0.23189,0.10453,-0.22374,9.3815,7.72047,17.35984,17.76972,1.21047,0.49311,0.77776,0.91894,0.76799,1.01154,0.92772,-0.58106,0.01256,0.18406,0.01602,0.49702,-0.20315,1.64803,-0.46677,F
0.04762,0.04762,0.07937,0.05556,0.00794,0,0.10317,0.04762,0.03968,0.10317,0.10317,0.07143,0.01587,0.05556,0.04762,0.07143,0.03175,0,0.04762,0.02381,0.99143,-0.95889,0.60202,0.07048,-0.15897,0.47111,1.96595,-0.15349,0.35143,1.2754,-0.00008,0.13016,-0.18333,1.40897,-0.44206,0.18151,-0.01587,12.80159,2.57048,0.73254,-1.72983,-1.20171,-0.52785,-13.97779,-9.62792,0.12817,-1.48397,12.39111,7.67556,2.62571,8.2127,-1.88159,0.56929,-2.75984,-1.97659,-4.59254,0.63651,2.46849,-0.11698,1.36532,-0.01524,-0.25333,-0.15381,0.1469,-0.26214,9.84365,7.53651,17.17262,17.55921,1.45476,0.4869,0.89825,1.26429,0.94389,1.35413,0.92706,-0.49786,0.01762,0.1169,0.09968,0.50726,-0.17381,1.96349,-0.5823,C
0.08683,0.02695,0.04192,0.0479,0.01198,0.05689,0.06886,0.06886,0.02395,0.0509,0.09281,0.07784,0.03892,0.02994,0.02994,0.07186,0.05389,0.01796,0.0509,0.0509,0.88437,-0.85913,0.61173,0.0038,-0.13329,0.5341,1.74335,-0.14509,0.36051,1.16698,0.01766,-0.02156,-0.15928,1.25677,-0.36946,0.14141,-0.12186,12.80491,2.5259,0.71557,-1.74495,-1.21801,-0.52671,-13.61021,-9.3978,-0.10434,-1.87593,12.39716,7.70793,2.64213,5.87126,-1.44332,0.56644,-2.6326,-1.60737,-4.10296,0.45659,2.19704,-0.12249,1.19991,-0.05425,-1.94422,-0.20335,0.1091,-0.22769,9.51916,7.65329,17.52314,17.90434,1.24395,0.47057,0.71838,0.91344,0.77051,0.8244,0.90976,-0.45317,0.11533,0.11039,0.08751,0.51866,-0.18563,1.40299,-0.47144,F
0.11864,0.12712,0.01695,0.07203,0.0339,0.00847,0.06356,0.06356,0.02119,0.07203,0.09322,0.02966,0.01271,0.0339,0.02542,0.0678,0.04237,0.01271,0.00847,0.07627,0.89182,-0.82462,0.41374,0.05962,-0.18661,0.31199,2.2636,-0.06564,0.34665,1.09911,0.05174,0.20593,-0.10805,1.26691,-0.07542,0.09492,0.10254,12.94975,2.5961,0.66271,-1.76413,-1.21441,-0.54956,-13.48853,-9.16706,0.04606,-1.73822,12.54678,7.88496,2.68182,7.99703,-2.12144,0.41394,-2.45559,-1.95064,-4.16017,0.52542,2.5761,-0.15403,1.17585,-0.0778,1.02203,-0.19076,0.04729,-0.20398,9.00085,7.01229,15.75225,16.09504,1.25394,0.67203,0.73191,1.49538,0.48809,1.14419,0.92517,-0.22758,0.0372,0.13716,0.15034,0.49289,-0.07161,1.91102,-0.73364,F
0.08118,0.05535,0.02583,0.02214,0.02214,0.0738,0.05166,0.06273,0.04059,0.04797,0.1107,0.04059,0.0369,0.03321,0.06642,0.04428,0.08856,0.01845,0.01476,0.06273,0.90037,-0.86675,0.34244,0.05262,-0.11007,0.61015,1.7379,-0.01513,0.46727,1.20657,-0.04609,-0.18339,-0.09004,1.27886,-0.14428,0.21443,-0.31328,12.90273,2.6038,0.70369,-1.76823,-1.22391,-0.54413,-13.69595,-9.38568,-0.11506,-2.10926,12.51218,7.84985,2.67808,4.03063,-1.24871,0.54561,-2.54531,-1.62959,-4.06974,0.59668,1.85122,-0.36993,1.22616,-0.03384,-2.20299,-0.23712,0.09347,-0.18627,9.47528,7.65424,17.05406,17.42133,1.27646,0.56365,0.81362,1.33037,1.0121,0.8528,0.88133,-0.25642,0.14768,0.03827,0.17524,0.53612,-0.10554,0.96236,-0.7786,F
0.04828,0.05517,0.04828,0.04828,0,0.0069,0.11724,0.07586,0.0069,0.06897,0.08966,0.08276,0.02069,0.05517,0.04138,0.05517,0.03448,0.02069,0.04138,0.08276,1.00062,-0.96469,0.56799,0.06959,-0.14317,0.48641,2.06876,-0.10172,0.36007,1.27462,0.01572,0.15655,-0.18621,1.42179,-0.32345,0.20579,0.01586,12.91345,2.57834,0.78138,-1.73631,-1.19941,-0.5367,-13.94359,-9.52514,0.08455,-2.00745,12.44179,7.73152,2.64186,7.98345,-1.64007,0.54152,-2.68097,-1.76062,-4.33393,0.59448,2.26166,-0.17069,1.34759,-0.00241,-0.83503,-0.21324,0.13214,-0.24517,9.56345,7.32897,17.02572,17.39386,1.37876,0.52476,0.91297,1.29248,0.45297,1.26717,0.91579,-0.38359,0.07152,0.12297,0.18628,0.51944,-0.1931,1.90897,-0.51876,C
0.06604,0.03538,0.08255,0.06132,0,0.0283,0.07311,0.04717,0.00943,0.10377,0.08962,0.08726,0.01651,0.02123,0.02358,0.08962,0.07547,0.00236,0.03774,0.04953,0.86512,-0.86476,0.51135,-0.03653,-0.16948,0.40649,1.90467,-0.17432,0.28224,1.17366,0.08502,0.16061,-0.20377,1.22946,-0.39528,0.08748,0.06038,12.74415,2.47031,0.65967,-1.72776,-1.21007,-0.51748,-13.36727,-9.30012,0.07175,-2.1158,12.31443,7.60309,2.6137,7.53349,-1.87458,0.52844,-2.58238,-1.8683,-4.31394,0.40849,2.69243,-0.03002,1.19502,-0.09068,-1.12691,-0.12233,0.1221,-0.24354,9.71627,7.6217,17.35583,17.77222,1.27745,0.44986,0.777,0.92941,0.68769,1.37479,0.93597,-0.46083,0.05604,0.22693,0.0413,0.49684,-0.24505,1.80071,-0.30292,F
0.02381,0.05556,0.03968,0.06349,0.11111,0.07143,0.01587,0.10317,0.03968,0.03175,0.07143,0.07937,0.01587,0.02381,0.03968,0.03968,0.04762,0.03175,0.07143,0.02381,0.90667,-0.76317,1.03285,0.03333,-0.22024,0.3881,1.88587,-0.16603,0.39952,1.1719,0.02127,-0.05873,-0.15952,1.28873,-0.7127,0.13071,-0.15397,12.77468,2.50841,0.6246,-1.74494,-1.20479,-0.54004,-13.84885,-9.43517,-0.29944,-1.2796,12.49984,7.86437,2.67397,7.31905,-1.97421,0.465,-2.87183,-2.02778,-4.47802,0.69524,2.47516,0.01246,1.1631,-0.08421,1.05357,-0.20341,0.05325,-0.21881,8.98889,7.41508,16.99341,17.29016,1.23397,0.49643,0.58881,0.63063,1.56349,1.03833,0.905,-0.8046,-0.01325,0.05992,-0.0254,0.50775,-0.02381,1.74921,-0.81095,F
0.12626,0.0303,0.05051,0.06061,0.02525,0.05556,0.0404,0.06061,0.05051,0.04545,0.09596,0.0404,0.02525,0.05051,0.0404,0.0404,0.04545,0.0202,0.0202,0.07576,0.90778,-0.84838,0.50082,0.09808,-0.06636,0.61035,1.45924,-0.03722,0.46192,1.17444,-0.1251,-0.22576,-0.03687,1.2901,-0.01061,0.12035,-0.33283,12.95646,2.62838,0.74899,-1.77458,-1.23231,-0.54214,-13.63386,-9.35931,0.03919,-1.81242,12.56056,7.88379,2.6803,3.98333,-1.03894,0.62798,-2.47389,-1.17076,-3.44586,0.54596,1.71354,-0.38505,1.21293,-0.03515,-3.05258,-0.17919,0.11631,-0.20535,9.66717,7.77273,17.47116,17.87641,1.25995,0.62237,0.82187,1.37505,0.90394,0.73864,0.86753,-0.13525,0.20944,-0.02167,0.18965,0.53858,-0.03889,0.95152,-0.92374,C
0.06,0.04857,0.04571,0.05714,0.01714,0.02571,0.07143,0.06286,0.03429,0.04286,0.09429,0.04286,0.01143,0.03143,0.04,0.14571,0.04,0.03429,0.02857,0.06571,0.85626,-0.84083,0.46663,-0.04151,-0.14877,0.45026,1.7114,-0.15397,0.36103,1.07843,0.0446,0.01657,-0.12029,1.21674,-0.40943,0.14174,-0.10371,12.71014,2.49894,0.68429,-1.75191,-1.21898,-0.53267,-13.64329,-9.36141,-0.0658,-1.68246,12.34454,7.6908,2.64814,5.96543,-1.825,0.50534,-2.60974,-1.854,-4.29311,0.4,2.42757,-0.18823,1.14677,-0.11566,-0.91006,-0.17957,0.09786,-0.24063,9.25686,7.50629,17.09183,17.45957,1.14989,0.43394,0.67197,1.03549,0.9452,1.08826,0.91963,-0.44677,0.05457,0.09449,0.0702,0.49721,-0.17314,1.42514,-0.45789,F
0.12069,0.03448,0.02586,0.0431,0.00862,0.06034,0.08621,0.07759,0.00862,0.0431,0.13793,0.06897,0.00862,0.03448,0.01724,0.03448,0.0431,0.00862,0.07759,0.06034,0.92784,-0.94784,0.79002,0.06836,-0.0925,0.55638,1.75603,-0.12871,0.40569,1.25647,-0.00362,-0.08621,-0.13707,1.31845,-0.10776,0.16672,-0.175,12.97983,2.5781,0.80345,-1.75298,-1.21897,-0.53381,-13.68218,-9.40438,-0.09431,-1.61129,12.5006,7.79353,2.65353,5.76983,-1.06526,0.60483,-2.55026,-1.30526,-3.73767,0.51983,1.90759,-0.175,1.29414,0.03526,-2.70621,-0.22241,0.11336,-0.22836,9.58276,7.69569,17.44353,17.81595,1.35767,0.60759,0.95664,1.49147,0.35603,0.57379,0.90198,-0.22638,0.19466,0.06026,0.21707,0.54741,-0.14569,1.37931,-0.6306,C
0.08185,0.01423,0.03915,0.06406,0,0.05338,0.09253,0.04626,0.02847,0.06406,0.06762,0.08897,0.02135,0.03559,0.0427,0.06406,0.08185,0.00712,0.05694,0.04982,0.88167,-0.83591,0.62214,-0.0663,-0.16566,0.4721,1.76847,-0.21135,0.28399,1.15352,0.08701,0.14555,-0.22598,1.25324,-0.60783,0.11171,0.00747,12.65477,2.43064,0.67153,-1.72128,-1.20909,-0.51199,-13.5844,-9.46267,-0.16082,-1.42488,12.25737,7.54797,2.60352,7.51993,-1.80573,0.52708,-2.6573,-1.77423,-4.28868,0.35267,2.54028,-0.00676,1.21961,-0.11377,-0.97,-0.19762,0.11658,-0.25573,9.51744,7.59644,17.72911,18.11758,1.28648,0.34224,0.68071,0.82053,0.80776,0.80117,0.94057,-0.68217,0.05057,0.20018,0.01359,0.49505,-0.29324,1.79751,-0.1747,C
0.10189,0.04906,0.04528,0.04528,0.02264,0.03019,0.06415,0.04151,0.02642,0.08679,0.0717,0.07925,0.01887,0.04528,0.04528,0.06792,0.06038,0,0.02642,0.0717,0.93479,-0.86626,0.44882,0.06445,-0.13181,0.49547,1.85875,-0.08408,0.37294,1.21849,-0.01053,0.04642,-0.13962,1.32826,-0.11472,0.14419,-0.0717,12.88943,2.55442,0.67962,-1.75031,-1.21746,-0.5327,-13.44656,-9.28071,0.02147,-2.13592,12.47755,7.79174,2.65815,6.02415,-1.48317,0.53589,-2.49453,-1.65317,-3.98966,0.51019,2.15996,-0.232,1.2577,-0.03532,-1.53826,-0.16955,0.10849,-0.20623,9.6034,7.56151,17.1426,17.54332,1.36279,0.56491,0.7694,1.20898,0.78098,1.19974,0.89562,-0.226,0.12728,0.12245,0.11826,0.52284,-0.13547,1.44038,-0.59219,F
0.09687,0.04416,0.02849,0.07692,0.0057,0.05413,0.03561,0.09687,0.02707,0.02707,0.09544,0.05983,0.01425,0.04701,0.06125,0.05556,0.04843,0.03134,0.03419,0.05983,0.90642,-0.83276,0.41327,-0.01134,-0.12761,0.50942,1.67459,-0.11486,0.3709,1.17902,0.05513,-0.03575,-0.13832,1.28835,-0.40641,0.19074,-0.17778,12.72117,2.50111,0.71282,-1.74987,-1.21901,-0.53071,-13.54118,-9.29302,-0.13261,-1.53774,12.32335,7.64148,2.63164,5.86795,-1.47283,0.5509,-2.40509,-1.36026,-3.57944,0.43034,2.01611,-0.21885,1.22246,-0.09769,-1.61075,-0.21312,0.10889,-0.22426,9.13262,7.49786,17.1841,17.58261,1.2261,0.41409,0.76772,1.15793,0.48326,0.56516,0.894,-0.5312,0.14644,0.04301,0.12698,0.52276,-0.19373,1.40214,-0.48175,F
0.07273,0.07879,0.06667,0.07879,0.03636,0.01818,0.05455,0.09091,0.01212,0.09697,0.10909,0.04242,0.0303,0.01818,0.0303,0.06061,0.02424,0,0.0303,0.04848,0.89794,-0.86442,0.5824,0.05691,-0.14964,0.37752,1.94933,-0.08127,0.36273,1.1643,0.00782,0.11212,-0.09697,1.2757,-0.12727,0.13097,0.00303,12.94903,2.59964,0.6503,-1.75986,-1.21971,-0.53995,-13.29128,-9.13345,0.18976,-1.48764,12.54618,7.86491,2.67085,7.21576,-1.74321,0.48709,-2.39358,-1.58982,-3.71606,0.61879,2.3923,-0.1517,1.19412,-0.05424,-0.03285,-0.1623,0.08612,-0.21812,9.56303,7.42606,16.63964,17.02636,1.30697,0.62824,0.82648,1.04394,0.78491,1.32273,0.906,-0.24188,0.11152,0.09097,0.17861,0.50967,-0.08788,1.72485,-0.82036,F
0.04317,0.10072,0.02158,0.03597,0.05036,0,0.08633,0.09353,0.05755,0.04317,0.07914,0.07194,0.01439,0.05036,0.01439,0.08633,0.04317,0.01439,0.02878,0.06475,0.87129,-0.80216,0.58076,0.0177,-0.22734,0.31453,2.28813,-0.14396,0.30676,1.04259,0.02906,0.22014,-0.17194,1.23799,-0.49281,0.09331,0.13885,12.82906,2.53928,0.6446,-1.74865,-1.20524,-0.5432,-13.81322,-9.41019,-0.1582,-1.77619,12.49288,7.82338,2.66489,8.60647,-2.31237,0.40763,-2.77734,-2.47079,-5.04101,0.57338,2.74942,0.01568,1.15353,-0.07871,1.34647,-0.19928,0.07655,-0.20165,8.95396,7.10216,16.21957,16.51388,1.23345,0.53388,0.55237,1.11295,0.89216,1.13094,0.93108,-0.57079,-0.05331,0.18014,-0.05295,0.47569,-0.09281,2.05683,-0.59777,F
0.08284,0.04142,0.0355,0.07101,0.01775,0.02367,0.05325,0.10059,0.00592,0.08876,0.08284,0.07692,0.0355,0.0355,0.05917,0.02959,0.04734,0.00592,0.01775,0.08876,0.97615,-0.90426,0.41623,0.09769,-0.07586,0.54876,1.73047,0.00905,0.42071,1.26006,-0.04811,0.02959,-0.08698,1.38686,0.07988,0.21497,-0.11538,13.00964,2.61041,0.70118,-1.76688,-1.22586,-0.54091,-13.17648,-9.07058,0.16089,-2.21586,12.56686,7.87124,2.67284,5.18935,-0.97284,0.56651,-2.20189,-0.9429,-2.94172,0.61243,1.68775,-0.4032,1.29639,-0.01822,-2.21651,-0.21432,0.10278,-0.19095,9.79763,7.6213,17.31107,17.72621,1.38379,0.60521,0.87775,1.08556,0.59367,1.15947,0.85805,-0.04491,0.26408,0.03438,0.26994,0.5464,-0.1213,1.24142,-0.78201,C
0.00741,0.08148,0.06667,0.05185,0.02963,0.05926,0.11852,0.04444,0.03704,0.02222,0.06667,0.07407,0.01481,0.02222,0.03704,0.11852,0.05926,0,0.03704,0.05185,0.71244,-0.65104,0.56391,-0.2763,-0.3703,0.0903,2.35163,-0.37081,0.07578,0.90874,0.286,0.56519,-0.35037,1.01259,-1.3237,0.01274,0.42815,12.38111,2.2637,0.4437,-1.68591,-1.1893,-0.49635,-13.53972,-9.49428,-0.35059,-0.39696,12.06763,7.39074,2.57474,12.68,-3.54911,0.20993,-2.90933,-3.34481,-6.06385,0.17333,3.99341,0.52489,0.95896,-0.30089,4.1123,-0.18133,0.07911,-0.29119,8.53704,7.04,16.49385,16.82615,1.06704,0.13163,0.32911,0.27489,0.94474,1.09141,1.02933,-1.35985,-0.28556,0.43311,-0.28444,0.3991,-0.42741,3.02963,0.21533,F
0.07781,0.05476,0.03746,0.04899,0.00576,0.02017,0.04899,0.0634,0.03458,0.08357,0.11239,0.05476,0.02017,0.02305,0.06916,0.06916,0.04611,0.02017,0.0317,0.07781,1.00706,-0.96671,0.36217,0.14046,-0.08527,0.60865,1.75712,-0.02697,0.46934,1.31239,-0.0336,-0.12046,-0.0902,1.43061,-0.01095,0.27072,-0.26628,12.97323,2.62239,0.76945,-1.76701,-1.21894,-0.5479,-13.70703,-9.3493,0.05513,-2.06709,12.55568,7.86427,2.67398,4.79222,-1.11202,0.61738,-2.49369,-1.30957,-3.67948,0.65476,1.73207,-0.41628,1.37643,0.0149,-2.09882,-0.21043,0.08118,-0.22793,9.75216,7.68127,17.07893,17.47807,1.40957,0.62357,0.87415,1.357,0.87101,1.08147,0.87127,-0.10994,0.18435,0.00749,0.23164,0.54949,-0.09222,1.14553,-0.79193,F
0.07003,0.05602,0.02801,0.05882,0.0028,0.02521,0.09244,0.08123,0.03081,0.07563,0.08123,0.06443,0.02521,0.01961,0.03641,0.05602,0.07563,0.0084,0.04762,0.06443,0.88605,-0.85588,0.53602,-0.01387,-0.16126,0.43204,1.96426,-0.14611,0.31006,1.13014,0.07356,0.16022,-0.17731,1.25894,-0.42017,0.13409,0.03361,12.80406,2.50062,0.67955,-1.74167,-1.21086,-0.53062,-13.53739,-9.32464,-0.06417,-1.4788,12.40364,7.69608,2.63345,7.52717,-1.82062,0.49073,-2.56599,-1.80199,-4.22975,0.48571,2.48266,-0.05566,1.22165,-0.08692,-0.28583,-0.21294,0.08594,-0.23521,9.42297,7.36667,17.03389,17.39185,1.28658,0.47936,0.69431,0.95815,0.74078,0.8972,0.93216,-0.50894,0.06392,0.17849,0.07174,0.49622,-0.20784,1.79916,-0.38863,C
0.08917,0.05732,0.03503,0.03503,0,0.06688,0.09236,0.05414,0.02229,0.07325,0.10828,0.05732,0.02229,0.03503,0.03822,0.05096,0.07325,0.01274,0.03822,0.03822,0.89586,-0.88121,0.50084,-0.00185,-0.15793,0.48803,1.97685,-0.13401,0.35662,1.20169,0.06592,0.0449,-0.18057,1.27283,-0.38885,0.14911,-0.07229,12.81459,2.53736,0.71688,-1.73798,-1.20825,-0.5295,-13.78781,-9.48757,-0.0514,-1.87217,12.36889,7.6722,2.63264,6.94076,-1.73545,0.52229,-2.67742,-1.95226,-4.55156,0.51656,2.3999,-0.10452,1.23904,-0.05873,-1.17344,-0.21258,0.10806,-0.22643,9.43917,7.47866,17.00561,17.37175,1.28987,0.49943,0.85048,1.32551,0.62159,0.94666,0.93201,-0.48911,0.05385,0.15685,0.11376,0.5094,-0.20478,1.65828,-0.45118,C
0.10603,0.0395,0.0499,0.079,0.01247,0.0499,0.0499,0.07484,0.01247,0.05405,0.09148,0.08316,0.02495,0.03534,0.03326,0.05405,0.04782,0.01247,0.05613,0.03326,0.88624,-0.82842,0.62558,-0.02418,-0.16649,0.43491,1.83971,-0.18437,0.30131,1.17728,0.08933,0.09584,-0.19543,1.25981,-0.48753,0.1185,-0.01518,12.71206,2.47538,0.68254,-1.7328,-1.21377,-0.51884,-13.44559,-9.30944,-0.10143,-1.49389,12.30312,7.60435,2.61684,7.41538,-1.73834,0.53328,-2.52222,-1.59869,-3.91331,0.39314,2.41719,-0.01401,1.20249,-0.08981,-0.91624,-0.17393,0.11208,-0.24069,9.30499,7.49459,17.27362,17.67279,1.26291,0.41686,0.731,0.9343,0.50133,0.74129,0.9237,-0.61106,0.08992,0.13526,0.06451,0.5089,-0.22328,1.77235,-0.36299,F
